record_id,cpse_name,local_material_code,description,category,supplied_unit,manufacturer,part_number,ground_truth_standard_material_id,ground_truth_standard_code,description_variant,hard_negative_standard_material_id,hard_negative_reason,synthetic_data_notice
SYN-REC-0783,Narmada Power Demo Limited,LOC-BRG-NA-35-Normal-3,bearing; radial clearance Normal; bore 35 mm; Series NA; needle roller bearing,Bearings,No.,Prototype Engineering Supply,DEMO-PN-157-3,SYN-CAN-157,SYN-BRG-NA-35-Normal,punctuation_reordered,SYN-CAN-122,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0784,Vindhya Engineering Demo Services,LOC-BRG-NA-35-Normal-4,"needle roller bearing with radial clearance Normal radial clearance, Series NA, bore 35 mm",Bearings,each,DemoForge Industries,DEMO-PN-157-4,SYN-CAN-157,SYN-BRG-NA-35-Normal,equivalent_terminology,SYN-CAN-122,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0785,Astra Petrochem Demo Corporation,LOC-BRG-NA-35-Normal-5,"Needle Roller Bearing Series NA, bore 35 mm, clearance radial clearance Normal",Bearings,pcs,DemoForge Industries,DEMO-PN-157-5,SYN-CAN-157,SYN-BRG-NA-35-Normal,near_duplicate_bore,SYN-CAN-122,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0786,Dakshin Steel Demo Works,LOC-BRG-NA-35-C3-1,Needle Roller Bearing Series NA Bore 35 mm C3 Clearance,Bearings,each,Synthetic Process Systems,DEMO-PN-158-1,SYN-CAN-158,SYN-BRG-NA-35-C3,canonical_case,SYN-CAN-123,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0787,Narmada Power Demo Limited,LOC-BRG-NA-35-C3-2,NEEDLE ROLLER BEARING SER. NA B35 MM RADIAL CLEARANCE C3,Bearings,nos,Prototype Engineering Supply,DEMO-PN-158-2,SYN-CAN-158,SYN-BRG-NA-35-C3,abbreviation_capitalization,SYN-CAN-123,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0788,Vindhya Engineering Demo Services,LOC-BRG-NA-35-C3-3,bearing; radial clearance C3; bore 35 mm; Series NA; needle roller bearing,Bearings,No.,Prototype Engineering Supply,DEMO-PN-158-3,SYN-CAN-158,SYN-BRG-NA-35-C3,punctuation_reordered,SYN-CAN-123,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0789,Astra Petrochem Demo Corporation,LOC-BRG-NA-35-C3-4,"needle roller bearing with radial clearance C3 radial clearance, Series NA, bore 35 mm",Bearings,each,Prototype Engineering Supply,DEMO-PN-158-4,SYN-CAN-158,SYN-BRG-NA-35-C3,equivalent_terminology,SYN-CAN-123,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0790,Bharat Thermal Demo Enterprise,LOC-BRG-NA-35-C3-5,"Needle Roller Bearing Series NA, bore 35 mm, clearance radial clearance C3",Bearings,pcs,DemoForge Industries,DEMO-PN-158-5,SYN-CAN-158,SYN-BRG-NA-35-C3,near_duplicate_bore,SYN-CAN-123,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0791,Narmada Power Demo Limited,LOC-BRG-NA-40-Normal-1,Needle Roller Bearing Series NA Bore 40 mm Normal Clearance,Bearings,each,DemoForge Industries,DEMO-PN-159-1,SYN-CAN-159,SYN-BRG-NA-40-Normal,canonical_case,SYN-CAN-124,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0792,Vindhya Engineering Demo Services,LOC-BRG-NA-40-Normal-2,NEEDLE ROLLER BEARING SER. NA B40 MM RADIAL CLEARANCE NORMAL,Bearings,nos,Prototype Engineering Supply,DEMO-PN-159-2,SYN-CAN-159,SYN-BRG-NA-40-Normal,abbreviation_capitalization,SYN-CAN-124,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0793,Astra Petrochem Demo Corporation,LOC-BRG-NA-40-Normal-3,bearing; radial clearance Normal; bore 40 mm; Series NA; needle roller bearing,Bearings,No.,Prototype Engineering Supply,DEMO-PN-159-3,SYN-CAN-159,SYN-BRG-NA-40-Normal,punctuation_reordered,SYN-CAN-124,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0794,Bharat Thermal Demo Enterprise,LOC-BRG-NA-40-Normal-4,"needle roller bearing with radial clearance Normal radial clearance, Series NA, bore 40 mm",Bearings,each,DemoForge Industries,DEMO-PN-159-4,SYN-CAN-159,SYN-BRG-NA-40-Normal,equivalent_terminology,SYN-CAN-124,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0795,Dakshin Steel Demo Works,LOC-BRG-NA-40-Normal-5,"Needle Roller Bearing Series NA, bore 40 mm, clearance radial clearance Normal",Bearings,pcs,Prototype Engineering Supply,DEMO-PN-159-5,SYN-CAN-159,SYN-BRG-NA-40-Normal,near_duplicate_bore,SYN-CAN-124,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0796,Vindhya Engineering Demo Services,LOC-BRG-NA-40-C3-1,Needle Roller Bearing Series NA Bore 40 mm C3 Clearance,Bearings,each,Prototype Engineering Supply,DEMO-PN-160-1,SYN-CAN-160,SYN-BRG-NA-40-C3,canonical_case,SYN-CAN-125,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0797,Astra Petrochem Demo Corporation,LOC-BRG-NA-40-C3-2,NEEDLE ROLLER BEARING SER. NA B40 MM RADIAL CLEARANCE C3,Bearings,nos,Prototype Engineering Supply,DEMO-PN-160-2,SYN-CAN-160,SYN-BRG-NA-40-C3,abbreviation_capitalization,SYN-CAN-125,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0798,Bharat Thermal Demo Enterprise,LOC-BRG-NA-40-C3-3,bearing; radial clearance C3; bore 40 mm; Series NA; needle roller bearing,Bearings,No.,Prototype Engineering Supply,DEMO-PN-160-3,SYN-CAN-160,SYN-BRG-NA-40-C3,punctuation_reordered,SYN-CAN-125,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0799,Dakshin Steel Demo Works,LOC-BRG-NA-40-C3-4,"needle roller bearing with radial clearance C3 radial clearance, Series NA, bore 40 mm",Bearings,each,Synthetic Process Systems,DEMO-PN-160-4,SYN-CAN-160,SYN-BRG-NA-40-C3,equivalent_terminology,SYN-CAN-125,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0800,Narmada Power Demo Limited,LOC-BRG-NA-40-C3-5,"Needle Roller Bearing Series NA, bore 40 mm, clearance radial clearance C3",Bearings,pcs,DemoForge Industries,DEMO-PN-160-5,SYN-CAN-160,SYN-BRG-NA-40-C3,near_duplicate_bore,SYN-CAN-125,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0801,Astra Petrochem Demo Corporation,LOC-GSK-GRAPH-DN15-CL150-1,Graphite Flange Gasket DN 15 Class 150,Sealing,each,Prototype Engineering Supply,DEMO-PN-161-1,SYN-CAN-161,SYN-GSK-GRAPH-DN15-CL150,canonical_case,SYN-CAN-170,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0802,Bharat Thermal Demo Enterprise,LOC-GSK-GRAPH-DN15-CL150-2,GRAPHITE GSKT DN 15 CLASS 150 RF,Sealing,nos,Prototype Engineering Supply,DEMO-PN-161-2,SYN-CAN-161,SYN-GSK-GRAPH-DN15-CL150,abbreviation_capitalization,SYN-CAN-170,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0803,Dakshin Steel Demo Works,LOC-GSK-GRAPH-DN15-CL150-3,gasket; Class 150; DN 15; graphite flange,Sealing,No.,Synthetic Process Systems,DEMO-PN-161-3,SYN-CAN-161,SYN-GSK-GRAPH-DN15-CL150,punctuation_reordered,SYN-CAN-170,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0804,Narmada Power Demo Limited,LOC-GSK-GRAPH-DN15-CL150-4,"raised-face flange sealing ring, Graphite, DN 15, pressure Class 150",Sealing,each,Prototype Engineering Supply,DEMO-PN-161-4,SYN-CAN-161,SYN-GSK-GRAPH-DN15-CL150,equivalent_terminology,SYN-CAN-170,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0805,Vindhya Engineering Demo Services,LOC-GSK-GRAPH-DN15-CL150-5,Graphite flange gasket DN 15; Class 150 rating,Sealing,pcs,Synthetic Process Systems,DEMO-PN-161-5,SYN-CAN-161,SYN-GSK-GRAPH-DN15-CL150,near_duplicate_nominal_size,SYN-CAN-170,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0806,Bharat Thermal Demo Enterprise,LOC-GSK-GRAPH-DN15-CL300-1,Graphite Flange Gasket DN 15 Class 300,Sealing,each,Prototype Engineering Supply,DEMO-PN-162-1,SYN-CAN-162,SYN-GSK-GRAPH-DN15-CL300,canonical_case,SYN-CAN-161,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0807,Dakshin Steel Demo Works,LOC-GSK-GRAPH-DN15-CL300-2,GRAPHITE GSKT DN 15 CLASS 300 RF,Sealing,nos,DemoForge Industries,DEMO-PN-162-2,SYN-CAN-162,SYN-GSK-GRAPH-DN15-CL300,abbreviation_capitalization,SYN-CAN-161,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0808,Narmada Power Demo Limited,LOC-GSK-GRAPH-DN15-CL300-3,gasket; Class 300; DN 15; graphite flange,Sealing,No.,DemoForge Industries,DEMO-PN-162-3,SYN-CAN-162,SYN-GSK-GRAPH-DN15-CL300,punctuation_reordered,SYN-CAN-161,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0809,Vindhya Engineering Demo Services,LOC-GSK-GRAPH-DN15-CL300-4,"raised-face flange sealing ring, Graphite, DN 15, pressure Class 300",Sealing,each,Prototype Engineering Supply,DEMO-PN-162-4,SYN-CAN-162,SYN-GSK-GRAPH-DN15-CL300,equivalent_terminology,SYN-CAN-161,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0810,Astra Petrochem Demo Corporation,LOC-GSK-GRAPH-DN15-CL300-5,Graphite flange gasket DN 15; Class 300 rating,Sealing,pcs,DemoForge Industries,DEMO-PN-162-5,SYN-CAN-162,SYN-GSK-GRAPH-DN15-CL300,near_duplicate_nominal_size,SYN-CAN-161,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0811,Dakshin Steel Demo Works,LOC-GSK-GRAPH-DN25-CL150-1,Graphite Flange Gasket DN 25 Class 150,Sealing,each,DemoForge Industries,DEMO-PN-163-1,SYN-CAN-163,SYN-GSK-GRAPH-DN25-CL150,canonical_case,SYN-CAN-162,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0812,Narmada Power Demo Limited,LOC-GSK-GRAPH-DN25-CL150-2,GRAPHITE GSKT DN 25 CLASS 150 RF,Sealing,nos,DemoForge Industries,DEMO-PN-163-2,SYN-CAN-163,SYN-GSK-GRAPH-DN25-CL150,abbreviation_capitalization,SYN-CAN-162,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0813,Vindhya Engineering Demo Services,LOC-GSK-GRAPH-DN25-CL150-3,gasket; Class 150; DN 25; graphite flange,Sealing,No.,Synthetic Process Systems,DEMO-PN-163-3,SYN-CAN-163,SYN-GSK-GRAPH-DN25-CL150,punctuation_reordered,SYN-CAN-162,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0814,Astra Petrochem Demo Corporation,LOC-GSK-GRAPH-DN25-CL150-4,"raised-face flange sealing ring, Graphite, DN 25, pressure Class 150",Sealing,each,Synthetic Process Systems,DEMO-PN-163-4,SYN-CAN-163,SYN-GSK-GRAPH-DN25-CL150,equivalent_terminology,SYN-CAN-162,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0815,Bharat Thermal Demo Enterprise,LOC-GSK-GRAPH-DN25-CL150-5,Graphite flange gasket DN 25; Class 150 rating,Sealing,pcs,Prototype Engineering Supply,DEMO-PN-163-5,SYN-CAN-163,SYN-GSK-GRAPH-DN25-CL150,near_duplicate_nominal_size,SYN-CAN-162,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0816,Narmada Power Demo Limited,LOC-GSK-GRAPH-DN25-CL300-1,Graphite Flange Gasket DN 25 Class 300,Sealing,each,Synthetic Process Systems,DEMO-PN-164-1,SYN-CAN-164,SYN-GSK-GRAPH-DN25-CL300,canonical_case,SYN-CAN-163,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0817,Vindhya Engineering Demo Services,LOC-GSK-GRAPH-DN25-CL300-2,GRAPHITE GSKT DN 25 CLASS 300 RF,Sealing,nos,DemoForge Industries,DEMO-PN-164-2,SYN-CAN-164,SYN-GSK-GRAPH-DN25-CL300,abbreviation_capitalization,SYN-CAN-163,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0818,Astra Petrochem Demo Corporation,LOC-GSK-GRAPH-DN25-CL300-3,gasket; Class 300; DN 25; graphite flange,Sealing,No.,DemoForge Industries,DEMO-PN-164-3,SYN-CAN-164,SYN-GSK-GRAPH-DN25-CL300,punctuation_reordered,SYN-CAN-163,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0819,Bharat Thermal Demo Enterprise,LOC-GSK-GRAPH-DN25-CL300-4,"raised-face flange sealing ring, Graphite, DN 25, pressure Class 300",Sealing,each,DemoForge Industries,DEMO-PN-164-4,SYN-CAN-164,SYN-GSK-GRAPH-DN25-CL300,equivalent_terminology,SYN-CAN-163,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0820,Dakshin Steel Demo Works,LOC-GSK-GRAPH-DN25-CL300-5,Graphite flange gasket DN 25; Class 300 rating,Sealing,pcs,Synthetic Process Systems,DEMO-PN-164-5,SYN-CAN-164,SYN-GSK-GRAPH-DN25-CL300,near_duplicate_nominal_size,SYN-CAN-163,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0821,Vindhya Engineering Demo Services,LOC-GSK-GRAPH-DN40-CL150-1,Graphite Flange Gasket DN 40 Class 150,Sealing,each,Prototype Engineering Supply,DEMO-PN-165-1,SYN-CAN-165,SYN-GSK-GRAPH-DN40-CL150,canonical_case,SYN-CAN-164,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0822,Astra Petrochem Demo Corporation,LOC-GSK-GRAPH-DN40-CL150-2,GRAPHITE GSKT DN 40 CLASS 150 RF,Sealing,nos,Prototype Engineering Supply,DEMO-PN-165-2,SYN-CAN-165,SYN-GSK-GRAPH-DN40-CL150,abbreviation_capitalization,SYN-CAN-164,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0823,Bharat Thermal Demo Enterprise,LOC-GSK-GRAPH-DN40-CL150-3,gasket; Class 150; DN 40; graphite flange,Sealing,No.,Synthetic Process Systems,DEMO-PN-165-3,SYN-CAN-165,SYN-GSK-GRAPH-DN40-CL150,punctuation_reordered,SYN-CAN-164,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0824,Dakshin Steel Demo Works,LOC-GSK-GRAPH-DN40-CL150-4,"raised-face flange sealing ring, Graphite, DN 40, pressure Class 150",Sealing,each,DemoForge Industries,DEMO-PN-165-4,SYN-CAN-165,SYN-GSK-GRAPH-DN40-CL150,equivalent_terminology,SYN-CAN-164,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0825,Narmada Power Demo Limited,LOC-GSK-GRAPH-DN40-CL150-5,Graphite flange gasket DN 40; Class 150 rating,Sealing,pcs,DemoForge Industries,DEMO-PN-165-5,SYN-CAN-165,SYN-GSK-GRAPH-DN40-CL150,near_duplicate_nominal_size,SYN-CAN-164,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0826,Astra Petrochem Demo Corporation,LOC-GSK-GRAPH-DN40-CL300-1,Graphite Flange Gasket DN 40 Class 300,Sealing,each,Prototype Engineering Supply,DEMO-PN-166-1,SYN-CAN-166,SYN-GSK-GRAPH-DN40-CL300,canonical_case,SYN-CAN-165,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0827,Bharat Thermal Demo Enterprise,LOC-GSK-GRAPH-DN40-CL300-2,GRAPHITE GSKT DN 40 CLASS 300 RF,Sealing,nos,DemoForge Industries,DEMO-PN-166-2,SYN-CAN-166,SYN-GSK-GRAPH-DN40-CL300,abbreviation_capitalization,SYN-CAN-165,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0828,Dakshin Steel Demo Works,LOC-GSK-GRAPH-DN40-CL300-3,gasket; Class 300; DN 40; graphite flange,Sealing,No.,Prototype Engineering Supply,DEMO-PN-166-3,SYN-CAN-166,SYN-GSK-GRAPH-DN40-CL300,punctuation_reordered,SYN-CAN-165,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0829,Narmada Power Demo Limited,LOC-GSK-GRAPH-DN40-CL300-4,"raised-face flange sealing ring, Graphite, DN 40, pressure Class 300",Sealing,each,DemoForge Industries,DEMO-PN-166-4,SYN-CAN-166,SYN-GSK-GRAPH-DN40-CL300,equivalent_terminology,SYN-CAN-165,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0830,Vindhya Engineering Demo Services,LOC-GSK-GRAPH-DN40-CL300-5,Graphite flange gasket DN 40; Class 300 rating,Sealing,pcs,DemoForge Industries,DEMO-PN-166-5,SYN-CAN-166,SYN-GSK-GRAPH-DN40-CL300,near_duplicate_nominal_size,SYN-CAN-165,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0831,Bharat Thermal Demo Enterprise,LOC-GSK-GRAPH-DN50-CL150-1,Graphite Flange Gasket DN 50 Class 150,Sealing,each,Prototype Engineering Supply,DEMO-PN-167-1,SYN-CAN-167,SYN-GSK-GRAPH-DN50-CL150,canonical_case,SYN-CAN-166,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0832,Dakshin Steel Demo Works,LOC-GSK-GRAPH-DN50-CL150-2,GRAPHITE GSKT DN 50 CLASS 150 RF,Sealing,nos,Synthetic Process Systems,DEMO-PN-167-2,SYN-CAN-167,SYN-GSK-GRAPH-DN50-CL150,abbreviation_capitalization,SYN-CAN-166,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0833,Narmada Power Demo Limited,LOC-GSK-GRAPH-DN50-CL150-3,gasket; Class 150; DN 50; graphite flange,Sealing,No.,Prototype Engineering Supply,DEMO-PN-167-3,SYN-CAN-167,SYN-GSK-GRAPH-DN50-CL150,punctuation_reordered,SYN-CAN-166,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0834,Vindhya Engineering Demo Services,LOC-GSK-GRAPH-DN50-CL150-4,"raised-face flange sealing ring, Graphite, DN 50, pressure Class 150",Sealing,each,Prototype Engineering Supply,DEMO-PN-167-4,SYN-CAN-167,SYN-GSK-GRAPH-DN50-CL150,equivalent_terminology,SYN-CAN-166,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0835,Astra Petrochem Demo Corporation,LOC-GSK-GRAPH-DN50-CL150-5,Graphite flange gasket DN 50; Class 150 rating,Sealing,pcs,Synthetic Process Systems,DEMO-PN-167-5,SYN-CAN-167,SYN-GSK-GRAPH-DN50-CL150,near_duplicate_nominal_size,SYN-CAN-166,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0836,Dakshin Steel Demo Works,LOC-GSK-GRAPH-DN50-CL300-1,Graphite Flange Gasket DN 50 Class 300,Sealing,each,Prototype Engineering Supply,DEMO-PN-168-1,SYN-CAN-168,SYN-GSK-GRAPH-DN50-CL300,canonical_case,SYN-CAN-167,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0837,Narmada Power Demo Limited,LOC-GSK-GRAPH-DN50-CL300-2,GRAPHITE GSKT DN 50 CLASS 300 RF,Sealing,nos,Synthetic Process Systems,DEMO-PN-168-2,SYN-CAN-168,SYN-GSK-GRAPH-DN50-CL300,abbreviation_capitalization,SYN-CAN-167,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0838,Vindhya Engineering Demo Services,LOC-GSK-GRAPH-DN50-CL300-3,gasket; Class 300; DN 50; graphite flange,Sealing,No.,Synthetic Process Systems,DEMO-PN-168-3,SYN-CAN-168,SYN-GSK-GRAPH-DN50-CL300,punctuation_reordered,SYN-CAN-167,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0839,Astra Petrochem Demo Corporation,LOC-GSK-GRAPH-DN50-CL300-4,"raised-face flange sealing ring, Graphite, DN 50, pressure Class 300",Sealing,each,DemoForge Industries,DEMO-PN-168-4,SYN-CAN-168,SYN-GSK-GRAPH-DN50-CL300,equivalent_terminology,SYN-CAN-167,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0840,Bharat Thermal Demo Enterprise,LOC-GSK-GRAPH-DN50-CL300-5,Graphite flange gasket DN 50; Class 300 rating,Sealing,pcs,Prototype Engineering Supply,DEMO-PN-168-5,SYN-CAN-168,SYN-GSK-GRAPH-DN50-CL300,near_duplicate_nominal_size,SYN-CAN-167,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0841,Narmada Power Demo Limited,LOC-GSK-GRAPH-DN80-CL150-1,Graphite Flange Gasket DN 80 Class 150,Sealing,each,Prototype Engineering Supply,DEMO-PN-169-1,SYN-CAN-169,SYN-GSK-GRAPH-DN80-CL150,canonical_case,SYN-CAN-168,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0842,Vindhya Engineering Demo Services,LOC-GSK-GRAPH-DN80-CL150-2,GRAPHITE GSKT DN 80 CLASS 150 RF,Sealing,nos,Synthetic Process Systems,DEMO-PN-169-2,SYN-CAN-169,SYN-GSK-GRAPH-DN80-CL150,abbreviation_capitalization,SYN-CAN-168,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0843,Astra Petrochem Demo Corporation,LOC-GSK-GRAPH-DN80-CL150-3,gasket; Class 150; DN 80; graphite flange,Sealing,No.,Synthetic Process Systems,DEMO-PN-169-3,SYN-CAN-169,SYN-GSK-GRAPH-DN80-CL150,punctuation_reordered,SYN-CAN-168,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0844,Bharat Thermal Demo Enterprise,LOC-GSK-GRAPH-DN80-CL150-4,"raised-face flange sealing ring, Graphite, DN 80, pressure Class 150",Sealing,each,Prototype Engineering Supply,DEMO-PN-169-4,SYN-CAN-169,SYN-GSK-GRAPH-DN80-CL150,equivalent_terminology,SYN-CAN-168,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0845,Dakshin Steel Demo Works,LOC-GSK-GRAPH-DN80-CL150-5,Graphite flange gasket DN 80; Class 150 rating,Sealing,pcs,Synthetic Process Systems,DEMO-PN-169-5,SYN-CAN-169,SYN-GSK-GRAPH-DN80-CL150,near_duplicate_nominal_size,SYN-CAN-168,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0846,Vindhya Engineering Demo Services,LOC-GSK-GRAPH-DN80-CL300-1,Graphite Flange Gasket DN 80 Class 300,Sealing,each,DemoForge Industries,DEMO-PN-170-1,SYN-CAN-170,SYN-GSK-GRAPH-DN80-CL300,canonical_case,SYN-CAN-169,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0847,Astra Petrochem Demo Corporation,LOC-GSK-GRAPH-DN80-CL300-2,GRAPHITE GSKT DN 80 CLASS 300 RF,Sealing,nos,Prototype Engineering Supply,DEMO-PN-170-2,SYN-CAN-170,SYN-GSK-GRAPH-DN80-CL300,abbreviation_capitalization,SYN-CAN-169,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0848,Bharat Thermal Demo Enterprise,LOC-GSK-GRAPH-DN80-CL300-3,gasket; Class 300; DN 80; graphite flange,Sealing,No.,Synthetic Process Systems,DEMO-PN-170-3,SYN-CAN-170,SYN-GSK-GRAPH-DN80-CL300,punctuation_reordered,SYN-CAN-169,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0849,Dakshin Steel Demo Works,LOC-GSK-GRAPH-DN80-CL300-4,"raised-face flange sealing ring, Graphite, DN 80, pressure Class 300",Sealing,each,DemoForge Industries,DEMO-PN-170-4,SYN-CAN-170,SYN-GSK-GRAPH-DN80-CL300,equivalent_terminology,SYN-CAN-169,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0850,Narmada Power Demo Limited,LOC-GSK-GRAPH-DN80-CL300-5,Graphite flange gasket DN 80; Class 300 rating,Sealing,pcs,Synthetic Process Systems,DEMO-PN-170-5,SYN-CAN-170,SYN-GSK-GRAPH-DN80-CL300,near_duplicate_nominal_size,SYN-CAN-169,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0851,Astra Petrochem Demo Corporation,LOC-GSK-PTFE-DN15-CL150-1,PTFE Flange Gasket DN 15 Class 150,Sealing,each,DemoForge Industries,DEMO-PN-171-1,SYN-CAN-171,SYN-GSK-PTFE-DN15-CL150,canonical_case,SYN-CAN-172,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
